Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
08/28/2015	08:45:00	Running	10	1:10:00.00	Strides 	Workout			0	Asics Gel-Pursue 2 (07/31/2015)	Northwest Park in Windsor. Like this place a lot. Felt good. Packed up for most of the run, but then people started pushing the pace and I kept mine. 
08/28/2015	16:00:00	Eliptical Trainer	0	30:00.00		Training					Elliptical after the team meeting. Heart rate in the high 150s. Super pumped after the meeting, ready to get some good training in and kill it this season. 
08/29/2015	07:00:00	Running	8.7	1:00:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	Felt ehhh, my leg has my super paranoid, plus I slept shitty. Took a super hard fall down the hill in the woods in SQP. Got some nice scrapes and bumps. 
08/30/2015	08:00:00	Running	19.5	2:04:35.00	Long Run 	Workout			0	Asics Gel-Pursue 2 (07/31/2015)	Final Meridan Mtn run and the last run of preseason ever. Really putting this in perspective, never in my life will I have these experiences again. Went well overall though I died hard at the Mtn. Quick pace to start and kept pushing. Felt great other than some tightness and weirdness in the leg again. Colin felt great and when he wanted to start cruising after the mall I went with him. I fell back on him when we hit the mountain which we must have been sub 5:30 at this point or so. Caught up over the rolling hills, then he kicked my ass up the Mtn. I was over a minute slower up the mountain than last year. Took about 10:30 as opposed to 8:40. Overall though I was 01:40:30 to the top. Colin was a minute ahead, then I was followed by Tyler, Ryan, and Alex from my group. Lets go, just got to make sure my leg stays fine. Taking no chances with this shit. 
08/31/2015	06:30:00	Weight Lifting	0	30:00.00		Training					Distance lift session 1/2. Decent stuff. Leg was hurting this morning. 
08/31/2015	07:15:00	Eliptical Trainer	0	30:00.00		Training					Had to go all the way to the new dorm for this. 
08/31/2015	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					Long session. Went to the trainers before this for well over an hour. They figure it is the muscles on the outside of my leg. Foam rolled good, then got a massage up and down the outside of the leg which was actually legit. Girl had some skills. Being proactive and jumping on this before it gets any worse. Rolled out with a field hockey ball and foam roller in the evening after dinner. See how it feels tomorrow. Told myself I'd give it another day of X-training if needed. Staying healthy is the name of the game. 
09/01/2015	09:30:00	Eliptical Trainer	0	30:00.00		Training					Leg is better today I believe, just sore from the mix of massage, field hockey ball, and foam roller. Slept in compression socks too. Cage forgot to wash our clothes last night, so I had to go back home for clothes after my 8am class. 
09/01/2015	10:15:00	Weight Lifting	0	45:00.00		Training					Changed my sweat-rag of a shirt after the elliptical and came back to get my lifting schedule back on track. Didn't do lat pull downs because we did it in lift yesterday.<br /><br /><br />Hit up the trainers again. Heated, got a lighter version of the massage I had yesterday, did the slant board, foam rolled, and got heel lifts. I'm actually pleased with the trainers, I will keep going. MAY run a bit today just to test the leg. 
09/01/2015	15:15:00	Running	2.2	15:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	On the turf. Not going to try and glorify this. Not right. 
09/01/2015	15:50:00	Eliptical Trainer	0	55:00.00		Training					Switched it up. Leg didn't feel right. This better not be an issue. 
09/02/2015	06:30:00	Weight Lifting	0	30:00.00		Training					Distance lift. Did everything but weighted lunges because my leg wasn't feeling it. 
09/02/2015	07:15:00	Eliptical Trainer	0	30:00.00		Training					Typical stuff after distance lift...the last one 
09/02/2015	14:00:00	Weight Lifting	0	45:00.00		Training					Lift/core with Tyler and Kyle, though I did my own thing. Get ripped! 
09/02/2015	15:15:00	Spinning	0	1:10:00.00		Training					Missed van day for this. Got pretty pissed and decided to do a workout. Did 20 min warm-up, 10x2 min hard 1 min easy. Got the HR above 150 briefly, but it took a lot of effort to get that. So much sweat.<br /><br /><br />Hoping whatever is wrong with my leg is either some muscular strain or a mild stress reaction. Neither of which should sideline me for long. Going to be more conservative once I get this better. The potential is there... 
09/03/2015	09:50:00	Eliptical Trainer	0	30:00.00		Training					First elliptical of the day. HR above 160. 
09/03/2015	10:30:00	Core	0	20:00.00		Training					Quick core session 
09/03/2015	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					Elliptical 2...may be getting better. Tomorrow will be the real test. 
09/04/2015	11:00:00	Eliptical Trainer	0	1:00:00.00		Training					No tempo, but hopefully my last day off. HR around 150. 
09/05/2015	19:00:00	Running	5	35:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	SQP, leg mildly painful but not bad. Ran into Griffin with 20 minutes left and finished his shakeout with him, then finished back to Oak. 
09/06/2015	08:30:00	Running	12.2	1:15:42.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	I'm hungry! Good run at Vernon, just what I've wanted, though not a true long run. Went out 40 min with Alex, and did a fast finish in 33:30 alone, which I figure equates to something like 5:35 pace based on the pace we were hitting for the first 40 minutes, which for me and Alex, had to be around 6:30. Added on a few minutes after at a normal pace. Leg felt the best it has. Definitely better than yesterday. 
09/07/2015	07:45:00	Running	5	35:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	From Kaiser Parking Lot with Kevin and Joe. Morning loop. Right leg was annoying, not painful, annoying. 
09/07/2015	09:00:00	Core	0	15:00.00		Training					The new team core/injury prevention routine 
09/07/2015	18:00:00	Running	8.5	1:00:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	With Joe and Kevin after work. Shortened it due to my leg being very on and off. Stopped to stretch once which helped. Run was doable though. Will probably try some ibuprofen. 
09/08/2015	15:15:00	Running	4.5	26:40.00	Fartlek 	Workout			0	Asics Gel-Pursue 2 (07/31/2015)	5x4 min hard 1min easy, 4 x 30 sec<br /><br /><br />Decent. Leg bothered me a little, and the 5 days off followed by a fast finish got me a bit sore. The pace felt comfortable, just my legs weren't 100% in it. Fell off Ryan a few times, also had no speed on the 30 seconds. Sounds like I'm disappointed but I'm not at all. These are minor gripes.<br /><br /><br />Side note...I love going to the trainers right now. They are doing great on my leg.<br /><br /><br />The work continues! 
09/09/2015	07:00:00	Eliptical Trainer	0	30:00.00		Training					Elliptical before team core, leg doesn't feel good this morning. 
09/09/2015	07:45:00	Core	0	15:00.00		Training					Team core/injury prevention. I like it. 
09/09/2015	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	WHR. Leg felt bad the first 40 min. I stretched at about 25 and it got a little better. Everyone passed me while I stretched, but when I came back I was pushing the pace and passed people (not that this matters, but that's what happened)Felt best at 60 minutes...go figure. Now at night after the run my leg feels great, what gives? 
09/10/2015	15:30:00	Eliptical Trainer	0	1:00:00.00		Training					Leg killed today when I tried to run. Sucks...but it is what it is. Worst comes to worst I'll see the doctor Monday and get some good anti-inflammatory meds or something. 
09/11/2015	08:45:00	Eliptical Trainer	0	1:00:00.00		Training					Elliptical again. Leg does feel somewhat better today. Taking Naproxen Sodium (Aleve) to see if it helps. Rolling and massaging my leg as much as possible at work. 
09/12/2015	10:00:00	Running	8.5	1:00:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	A 3 part run. Not terrible either.<br /><br /><br />Part 1: Loops of the course at Bryant with Eric for 35+ minutes. Leg was hurting, but got a bit better towards the end. Coach Ray showed me a new stretch prior which I will start doing.<br /><br /><br />Part 2: Sprinting all over the course to cheer which I will call 5 min of running. Leg was better during all this. Good race for the boys today. I see you Sean Ferguson...<br /><br /><br />Part 3: 20 min CD with Alex. Leg was feeling ok, still not right, but less painful.<br /><br /><br />We will see what happens tomorrow. Hoping to get in a good fast finish 90 min. I'm feeling ready to destroy a run right about now. 
09/13/2015	08:30:00	Running	10	1:10:00.00	Easy Run 	Training			0	Asics Gel-Pursue 2 (07/31/2015)	Knew this would suck when I woke up. Struggled to make it out 35 minutes, which in retrospect wasn't worth it. Tried to fast finish back, but my leg was hurting a decent amount so I slowed down. I think this affects my stride being that my left quad gets more tired than anything. Was absolutely furious about this. Should see the doc tomorrow, see whats up. I worked hard so I wouldn't get hurt... 
09/14/2015	07:45:00	Core	0	15:00.00		Training					Team core 
09/14/2015	08:10:00	Eliptical Trainer	0	30:00.00		Training					With Dave after core 
09/14/2015	14:25:00	Weight Lifting	0	30:00.00		Training					Brief chest/shoulders/back 
09/14/2015	15:25:00	Eliptical Trainer	0	55:00.00		Training					Hate the elliptical, but getting that work in 
09/14/2015	16:15:00	Spinning	0	15:00.00		Training					Switched from elliptical. Saw Waskowtiz and he is ordering me an MRI to make sure I don't have an SFX. I'm pretty optimistic here though. My attitude is that it is what it is and we'll deal with it accordingly. After whatever this is I'm switching stuff up because I'm sick of these injuries... 
09/15/2015	15:15:00	Eliptical Trainer	0	1:15:00.00		Training					Getting an MRI Thursday night so we will know whats up. Went to the trainers this morning and got a massage on the back of my calf instead of the outside of my leg. Super tight there and the girl does a real good job on the massages. Hurt like a bitch. Its 7:30pm and the area is still sore to touch. Maybe this will help?<br /><br /><br />Did almost the same fartlek as the team. 5x6 min hard, 1 min easy. 20 min WU/CD. HR 143 on WU, 184 during, 133 CD (Max for WU and during, average time on CD). Super hard effort, soaked the machine and the floor. 
09/16/2015	08:15:00	Callisthenics	0	20:00.00		Training					So we had some painting done in the house yesterday, and it was setting of the fire alarm (carbon monoxide). It stopped, but started going off at 1:30 AM...thought it was my alarm and that it was 7:30. Went off like 2 more times. Slept through 7:40 core and did it myself. My bad. 
09/16/2015	12:00:00	Pool Running	0	1:00:00.00		Training					Joined Blake for a pool workout. Basically same as yesterday.<br /><br /><br />13 min WU, 6x5 min hard 1 min easy, 4x1 min hard 1 min easy, 3 min CD. 1 hour of work so I'll do 45 elliptical at least during practice. Getting in that work, and honestly I'm really not worried about my fitness. Missing a full week but doing high intensity will keep my cardio solid, maybe even boost it? I'll then ease back to mileage in the 70s and stay there...have some killer workouts too. Reminder to myself...I still was sub 9:00 and sub 15:30 off some of the worst training I've ever had, and with a stress fracture on top of it. How bad do you want it? 
09/16/2015	15:20:00	Eliptical Trainer	0	45:00.00		Training					Did 45 to make it to 01:45:00 for the day since pool running was only 1 hour. Heart rate was 145-151 from times I took it. 
09/16/2015	16:15:00	Weight Lifting	0	35:00.00		Training					Lifted arms and shoulders since I had time to kill 
09/17/2015	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					Fartlek round 3. Really trying to get that work in as much as possible. 10x2 min hard 1 min easy. HR mainly in the 170s, and I got into the 180s for the last rep.<br /><br /><br />Got my MRI, though Waskowitz ordered it for my knee which I don't get because its my shin that hurts. Whatever, hes an expert. Leg was painless walking around today. 
09/18/2015	09:50:00	Eliptical Trainer	0	1:00:00.00		Training					Watched the tempo this morning, some good runs.<br /><br /><br />FUCK THIS, was just really angry to be back here, and my leg hurts in general today. I swear if the wrong MRI got ordered I'm gonna be pissed.<br /><br /><br />Anyways...went for day 4 of fartleks and think I hit the end. I got through 6x3min hard 1 min easy and my body wasn't feeling it. Got the HR into the high 170s though.<br /><br /><br /><br />
09/20/2015	08:30:00	Eliptical Trainer	0	1:30:00.00		Training					Elliptical while the team ran long of campus. Did some 8-10 min pickups sporadically. Hit the treadmill twice. Once before the Elliptical, once after. Leg pain still there. 
09/21/2015	07:45:00	Core	0	15:00.00		Training					Team core/Injury Prevention 
09/21/2015	11:45:00	Pool Running	0	1:00:00.00		Training					With Blake and Brendan joined part way in. 5x3,2,1 with 1 min rest between each. 13 min WU/2 min CD. 
09/21/2015	15:15:00	Eliptical Trainer	0	45:00.00		Training					Elliptical, standard. Got my MRI results checked. No SFX! Mild stress reactions above and below my knee, but nothing terrible. Just have to be careful raising mileage. Back in the game and so pumped! Hopefully running works out. 
09/21/2015	16:15:00	Weight Lifting	0	40:00.00		Training					Chest, back, and shoulders 
